public_entity_id;official_name;official_name_norm;source_system;source_code;is_public_entity;is_public_service_strict;public_entity_type;chilecompra_reference_match;datos_gob_reference_match;dipres_reference_match;rut;entity_id;sii_legal_name;sii_match_method;sii_match_confidence;source_url;source_api_url;strict_reference_url
PUB-CL-E0ECEA97D4E0333C6E14;Gobernación de Curicó;GOBERNACION DE CURICO;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_curico;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-1163F73E009D82ED0591;Gobernación de El Loa;GOBERNACION DE EL LOA;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_el_loa;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-B92CB0E6C74117D01F07;Gobernación de Elqui;GOBERNACION DE ELQUI;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_elqui;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-D501D2D7BE74D7CA8004;Gobernación de Limarí;GOBERNACION DE LIMARI;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_limari;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-9E30A9BD8AE15D49DB2A;Gobernación de Linares;GOBERNACION DE LINARES;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_linares;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-05E4EEF11C69D62DA434;Gobernación de Llanquihue;GOBERNACION DE LLANQUIHUE;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_llanquihue;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-D0F56FACB006C1A1E897;Gobernación de Los Andes;GOBERNACION DE LOS ANDES;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_los_andes;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-DF59654999DDCBEDFE68;Gobernación de Malleco;GOBERNACION DE MALLECO;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_malleco;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-A7F92C69992ADAE4FC67;Gobernación de Osorno;GOBERNACION DE OSORNO;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_osorno;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-6EEA6E721B76332D280E;Gobernación de Parinacota;GOBERNACION DE PARINACOTA;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_parinacota;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-3A832E5E57DA3F27C26E;Gobernación de Puerto Aysén;GOBERNACION DE PUERTO AYSEN;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_puerto_aysen;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-0118153A794AB65FC6C0;Gobernación de Quillota;GOBERNACION DE QUILLOTA;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_quillota;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-E3E774D08AE0358B87EF;Gobernación de Ranco;GOBERNACION DE RANCO;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_ranco;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-50A26D05635AF0B82257;Gobernación de San Antonio;GOBERNACION DE SAN ANTONIO;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_san_antonio;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-37679C9AC8AF166E8EE4;Gobernación de San Felipe;GOBERNACION DE SAN FELIPE;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_san_felipe;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-BD82CBD6AAE91C1F2451;Gobernación de Talca;GOBERNACION DE TALCA;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_talca;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-9B459F1D617BA9897B62;Gobernación de Tierra del Fuego;GOBERNACION DE TIERRA DEL FUEGO;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_tierra_del_fuego;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-E74E24CEE04646608193;Gobernación de Valdivia;GOBERNACION DE VALDIVIA;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_valdivia;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-16F87CE284A42D37B4F9;Gobernación de Última Esperanza;GOBERNACION DE ULTIMA ESPERANZA;DATOS_GOB_INSTITUTIONS;DATOS_GOB:gobernacion_de_ultima_esperanza;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-D8449AEDD0C2C79B9E29;Hermanas Misioneras Franciscanas de Purulón;HERMANAS MISIONERAS FRANCISCANAS DE PURULON;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:103933;true;false;OTHER_PUBLIC_ENTITY;true;false;false;65305530-7;ENT-RUT-65305530-7;HERMANAS MISIONERAS FRANCISCANAS DE PURULON;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-B11C32080421746984E9;ILUSTRE MINICIPALIDAD DE COMBARBALA;ILUSTRE MINICIPALIDAD DE COMBARBALA;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:115297;true;false;OTHER_PUBLIC_ENTITY;true;false;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-B425F6EB95800FF4741C;Infraestructura de Datos Geoespaciales de Chile;INFRAESTRUCTURA DE DATOS GEOESPACIALES DE CHILE;DATOS_GOB_INSTITUTIONS;DATOS_GOB:infraestructura-de-datos-geoespaciales-de-chile;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-983B4C3FD94EEC02C0EA;Intendencia de Coquimbo;INTENDENCIA DE COQUIMBO;DATOS_GOB_INSTITUTIONS;DATOS_GOB:intendencia_de_coquimbo;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-FD68C647B119DBE0442F;Intendencia de Los Lagos;INTENDENCIA DE LOS LAGOS;DATOS_GOB_INSTITUTIONS;DATOS_GOB:intendencia_de_los_lagos;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-67109C75332160E9B4EE;Intendencia de O’Higgins;INTENDENCIA DE O HIGGINS;DATOS_GOB_INSTITUTIONS;DATOS_GOB:intendencia_de_o_higgins;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-927DB644C3912DDDF1F4;Intendencia de Tarapacá;INTENDENCIA DE TARAPACA;DATOS_GOB_INSTITUTIONS;DATOS_GOB:intendencia_de_tarapaca;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-B1BF6333DCF8E7A17709;Intendencia de Valparaíso;INTENDENCIA DE VALPARAISO;DATOS_GOB_INSTITUTIONS;DATOS_GOB:intendencia_de_valparaiso;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-CBCAB238835820CFA800;Intendencia del Bío Bío;INTENDENCIA DEL BIO BIO;DATOS_GOB_INSTITUTIONS;DATOS_GOB:intendencia_del_bio_bio;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-4CDF80DF6989C9FEC09B;JUNTA DE AERONAUTICA CIVIL;JUNTA DE AERONAUTICA CIVIL;CHILECOMPRA_MERCADO_PUBLICO | DATOS_GOB_INSTITUTIONS;CHILECOMPRA:7014 | DATOS_GOB:junta_de_aeronautica_civil;true;false;OTHER_PUBLIC_ENTITY;true;true;false;60705000-7;ENT-RUT-60705000-7;JUNTA DE AERONAUTICA CIVIL;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-A86D8AE14A34B5315FF4;JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA;JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:7002;true;false;OTHER_PUBLIC_ENTITY;true;false;false;60908000-0;ENT-RUT-60908000-0;JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-32214FE869770319A498;JUNTA NACIONAL DE CUERPOS DE BOMBEROS DE CHILE;JUNTA NACIONAL DE CUERPOS DE BOMBEROS DE CHILE;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:1079772;true;false;OTHER_PUBLIC_ENTITY;true;false;false;70073800-0;ENT-RUT-70073800-0;JUNTA NACIONAL DE CUERPOS DE BOMBEROS DE CHILE;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-EB0E91158F4096747EDF;JUNTA NACIONAL DE JARDINES         INFANTILES;JUNTA NACIONAL DE JARDINES INFANTILES;CHILECOMPRA_MERCADO_PUBLICO | DATOS_GOB_INSTITUTIONS;CHILECOMPRA:6928 | DATOS_GOB:junta_nacional_de_jardines_infantiles;true;true;OTHER_PUBLIC_ENTITY;true;true;true;;;;NO_RUT_MATCH;UNMATCHED;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-CFDEE73E8CD2AA26E1FE;Junta Nacional de Auxilio Escolar y Becas;JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECAS;DATOS_GOB_INSTITUTIONS;DATOS_GOB:junta_nacional_de_auxilio_escolar_y_becas;true;true;OTHER_PUBLIC_ENTITY;false;true;true;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-D60C4FA3CCE72DC9C9DA;LICEO EL ROSARIO;LICEO EL ROSARIO;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:1065029;true;false;OTHER_PUBLIC_ENTITY;true;false;false;60923268-4;ENT-RUT-60923268-4;LICEO EL ROSARIO;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-1734C3EDF37EA813C334;Liceo Industrial Presidente Pedro Aguirre Cerda;LICEO INDUSTRIAL PRESIDENTE PEDRO AGUIRRE CERDA;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:1757222;true;false;OTHER_PUBLIC_ENTITY;true;false;false;60904034-3;ENT-RUT-60904034-3;LICEO INDUSTRIAL PRESIDENTE PEDRO AGUIRRE CERDA;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-1E10FFC8953FED2620D4;MOP Dirección General de Concesiones;MOP DIRECCION GENERAL DE CONCESIONES;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:7353;true;false;OTHER_PUBLIC_ENTITY;true;false;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-999175B409042B1EC643;OFICINA DE ESTUDIOS Y POLITICAS AGRARIAS;OFICINA DE ESTUDIOS Y POLITICAS AGRARIAS;CHILECOMPRA_MERCADO_PUBLICO | DATOS_GOB_INSTITUTIONS;CHILECOMPRA:7005 | DATOS_GOB:oficina_de_estudios_y_politicas_agrarias;true;false;OTHER_PUBLIC_ENTITY;true;true;false;61301100-5;ENT-RUT-61301100-5;OFICINA DE ESTUDIOS Y POLITICAS AGRARIAS;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-D4308F326518A2BE4595;PARQUE METROPOLITANO DE SANTIAGO;PARQUE METROPOLITANO DE SANTIAGO;CHILECOMPRA_MERCADO_PUBLICO | DATOS_GOB_INSTITUTIONS;CHILECOMPRA:6935 | DATOS_GOB:parque_metropolitano_de_santiago;true;false;OTHER_PUBLIC_ENTITY;true;true;false;61809000-0;ENT-RUT-61809000-0;PARQUE METROPOLITANO DE SANTIAGO;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-1B0E91C2B4AD7DEC5490;PRESIDENCIA DE LA REPUBLICA;PRESIDENCIA DE LA REPUBLICA;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:7238;true;false;OTHER_PUBLIC_ENTITY;true;false;false;60000000-4;ENT-RUT-60000000-4;PRESIDENCIA DE LA REPUBLICA;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-977C394B43890C2AC0DB;Poder Judicial - Academia Judicial;PODER JUDICIAL ACADEMIA JUDICIAL;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:7143;true;false;OTHER_PUBLIC_ENTITY;true;false;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-CEC4D467C80E2E1ED898;Polla Chilena de Beneficencia S.A.;POLLA CHILENA DE BENEFICENCIA S A;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:6967;true;false;OTHER_PUBLIC_ENTITY;true;false;false;61604000-6;ENT-RUT-61604000-6;POLLA CHILENA DE BENEFICENCIA S A;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-88E6997EC951ABF8F8AD;S. S. Aysén - Dirección de Atención Primaria;S S AYSEN DIRECCION DE ATENCION PRIMARIA;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:7478;true;false;OTHER_PUBLIC_ENTITY;true;false;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-4C43B1430C233E3CE51C;SAG CONCEPCION;SAG CONCEPCION;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:7096;true;false;OTHER_PUBLIC_ENTITY;true;false;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-D52272AFFE2A2149117E;SECRETARIA GENERAL DE GOBIERNO;SECRETARIA GENERAL DE GOBIERNO;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:7194;true;false;OTHER_PUBLIC_ENTITY;true;false;false;60101000-3;ENT-RUT-60101000-3;SECRETARIA GENERAL DE GOBIERNO;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-E16CCECC24F4B8EE7438;SENADO DE LA REPUBLICA;SENADO DE LA REPUBLICA;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:174692;true;false;OTHER_PUBLIC_ENTITY;true;false;false;60201000-7;ENT-RUT-60201000-7;SENADO DE LA REPUBLICA;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-5E71F95FD5A86A2D5B1C;SERV NACIONAL DE PESCA;SERV NACIONAL DE PESCA;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:7008;true;false;OTHER_PUBLIC_ENTITY;true;false;false;60701002-1;ENT-RUT-60701002-1;SERV NACIONAL DE PESCA;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-CEDD3D0FCADCA2179C1F;SERV SALUD ARAUC SUR HOSP DR ARTURO HILLERNS LARRANAGA DE PTO SAAVEDRA;SERV SALUD ARAUC SUR HOSP DR ARTURO HILLERNS LARRANAGA DE PTO SAAVEDRA;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:7307;true;false;OTHER_PUBLIC_ENTITY;true;false;false;61602299-7;ENT-RUT-61602299-7;SERV SALUD ARAUC SUR HOSP DR ARTURO HILLERNS LARRANAGA DE PTO SAAVEDRA;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-DA15635DE6278EB1C761;SERVIU REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA;SERVIU REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA;CHILECOMPRA_MERCADO_PUBLICO;CHILECOMPRA:6964;true;false;OTHER_PUBLIC_ENTITY;true;false;false;61824000-2;ENT-RUT-61824000-2;SERVIU REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA;EXACT_NORMALIZED_NAME_UNIQUE;HIGH;https://datos-abiertos.chilecompra.cl/organismos-compradores;https://api.mercadopublico.cl/servicios/v1/Publico/Empresas/BuscarComprador?ticket=F8537A18-6766-4DEF-9E59-426B4FEE2844;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-D54B82FCBB316B7B8E01;SERVIU Región de Antofagasta;SERVIU REGION DE ANTOFAGASTA;DATOS_GOB_INSTITUTIONS;DATOS_GOB:serviu_region_de_antofagasta;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
PUB-CL-40D8556F334CC1A43F25;SERVIU Región de Atacama;SERVIU REGION DE ATACAMA;DATOS_GOB_INSTITUTIONS;DATOS_GOB:serviu_region_de_atacama;true;false;OTHER_PUBLIC_ENTITY;false;true;false;;;;NO_RUT_MATCH;UNMATCHED;https://datos.gob.cl/organization/;https://datos.gob.cl/api/3/action/organization_list?all_fields=true;https://www.dipres.gob.cl/597/w3-multipropertyvalues-15145-37782.html
